[ 2016-10-21T14:57:01+08:00 ] ::1 /thinkphp/index.php/Home/SqlImageWater
INFO: [ app_init ] --START--
INFO: Run Behavior\BuildLiteBehavior [ RunTime:0.000013s ]
INFO: [ app_init ] --END-- [ RunTime:0.000329s ]
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
NOTIC: [8] Undefined index:  I:\softwarework\xampp\htdocs\thinkphp\ThinkPHP\Library\Think\Model.class.php 第 975 行.
